sentiment,tweet_id,date,flag,user,content
0,2327692951,Thu Jun 25 08:40:07 PDT 2009,NO_QUERY,trawryo,"['hate', 'awake', 'early', 'day', 'feel', 'bore', 'hyper']"
4,1468554776,Tue Apr 07 02:23:03 PDT 2009,NO_QUERY,reneasaurus,"['game', 'settlers', 'realize', 'pound', 'hata']"
0,2243420966,Fri Jun 19 13:25:41 PDT 2009,NO_QUERY,omgitsrachel,"['colleensimeral', 'sorry', 'suck', 'welcome', 'blind', 'people', 'club']"
4,2056876903,Sat Jun 06 11:57:48 PDT 2009,NO_QUERY,MzIndia1,"['pick', 'things', 'iii', 'new', 'office', 'desk', 'iii', 'new', 'jobzzz', 'love', 'degree', 'salary']"
0,1985035675,Sun May 31 16:17:57 PDT 2009,NO_QUERY,IonHawk,"['jimmyfallon', 'dark', 'dr', 'cut', 'right', 'quote', 'justinquot']"
0,2222276884,Thu Jun 18 06:45:18 PDT 2009,NO_QUERY,saritate,"['second', 'summer', 'session']"
4,1984106670,Sun May 31 14:27:20 PDT 2009,NO_QUERY,chicagoblues60,"['pedanticbohemia', 'welcome']"
0,2191496232,Tue Jun 16 05:23:51 PDT 2009,NO_QUERY,HustleLynn,"['lostnsupermrkt', 'heart', 'weep']"
0,2064357419,Sun Jun 07 06:02:24 PDT 2009,NO_QUERY,nell_xo,"['stillsoul', 'dont', 'watch', 'power', 'stern', 'world', 'cup', 'reason', 'style', 'rugby']"
0,2201934682,Tue Jun 16 20:59:32 PDT 2009,NO_QUERY,babyjliu,"['fell', 'scrap', 'knee']"
0,2230271750,Thu Jun 18 16:52:50 PDT 2009,NO_QUERY,dirigibleduck,"['love', 'twitversation', 'whiff', 'tillamookcheese', 'right', 'help', 'hungry', 'moment']"
0,1991242417,Mon Jun 01 06:40:34 PDT 2009,NO_QUERY,luckyod,"['shop', 'difficult', 'task']"
4,1559772157,Sun Apr 19 12:00:36 PDT 2009,NO_QUERY,foreverJayce,"['wait', 'hair', 'dry', 'maybe', 'ill', 'lady']"
4,2193279247,Tue Jun 16 08:14:29 PDT 2009,NO_QUERY,attheboutique1,"['collectiblestv', 'welcome']"
4,1993100726,Mon Jun 01 09:50:00 PDT 2009,NO_QUERY,MaternalSpark,"['writingwildly', 'thank', 'meet', 'link', 'ill', 'check', 'congress']"
4,2065715350,Sun Jun 07 09:08:59 PDT 2009,NO_QUERY,martycoultas,"['england', 'lot', 'plan', 'weeks', 'chicago', 'let', 'plan']"
0,1985122824,Sun May 31 16:28:41 PDT 2009,NO_QUERY,SarahManda,"['hellojodie', 'date', 'baseball', 'game', 'hours', 'home', 'wont', 'watch']"
0,2054404309,Sat Jun 06 07:16:42 PDT 2009,NO_QUERY,CharleneBx,"['time', 'week', 'people', 'finish', 'blow', 'dry', 'hair', 'put', 'face', 'sigh', 'beautiful', 'sunshine']"
4,2054351412,Sat Jun 06 07:09:36 PDT 2009,NO_QUERY,macwinux,"['lock', 'rico', 'songs', 'smile']"
4,1834779179,Mon May 18 04:10:31 PDT 2009,NO_QUERY,melissagiddins,"['tarasteinbeck', 'email', 'reply', 'send']"
4,1981218261,Sun May 31 08:40:59 PDT 2009,NO_QUERY,jenny_orlando,"['davidarchie', 'saw', 'screen', 'american', 'idol', 'experience', 'dinner', 'hata', 'dad', 'perform']"
0,2000309128,Mon Jun 01 21:50:25 PDT 2009,NO_QUERY,cprasannas,"['bank', 'work', 'medical', 'ground', 'fat', 'lot', 'donna', 'lie', 'bed', 'stare', 'ceiling']"
0,1759079337,Sun May 10 18:24:51 PDT 2009,NO_QUERY,xoLoghan,"['watch', 'th', 'grade', 'farewell', 'slideshow', 'oh', 'weird', 'look', 'miss']"
0,1753749337,Sun May 10 03:14:26 PDT 2009,NO_QUERY,Kafechick,"['time', 'curl', 'couch', 'watch', 'think', 'early', 'night', 'think', 'wreck', 'work', 'today', 'weekend']"
0,1685139853,Sat May 02 23:12:14 PDT 2009,NO_QUERY,Caroline8907,"['leave', 'columbussooo', 'sad']"
4,1977762418,Sat May 30 21:39:16 PDT 2009,NO_QUERY,Miss_AbbyL_824,"['ooh', 'loveketurah', 'know', 'head', 'pick', 'mamma']"
0,2262982181,Sat Jun 20 23:40:31 PDT 2009,NO_QUERY,frenxchie,"['hate', 'tire']"
0,2236967272,Fri Jun 19 04:55:11 PDT 2009,NO_QUERY,mclernon,"['oh', 'great', 'phone', 'decide', 'brick', 'upgrade', 'happy', 'funny']"
4,1974691345,Sat May 30 13:39:01 PDT 2009,NO_QUERY,Meleys,"['picnic', 'family', 'people', 'hot', 'today', 'super', 'redbrown']"
0,2324485848,Thu Jun 25 03:16:32 PDT 2009,NO_QUERY,Joskinz,"['wake', 'tire']"
4,1969450766,Sat May 30 00:04:37 PDT 2009,NO_QUERY,semihernandez,"['house', 'party', 'baaaarrrrrrs']"
0,2249621587,Fri Jun 19 22:41:08 PDT 2009,NO_QUERY,sukumarpant,['brokenpromises']
4,1881517086,Fri May 22 04:52:38 PDT 2009,NO_QUERY,HeyPeyton,"['anybody', 'adelaide', 'city', 'tonight', 'holly', 'cos', 'bank', 'donna', 'hit']"
4,2180100529,Mon Jun 15 10:00:42 PDT 2009,NO_QUERY,ashleydodson,"['nicolereyes', 'listen', 'mehilarious', 'realize', 'distribute', 'man', 'vs', 'wild', 'expect', 'copy', 'drop']"
0,2302343441,Tue Jun 23 16:40:31 PDT 2009,NO_QUERY,Brian_Ingmanson,"['kirkjmiller', 'loom', 'sap', 'hear', 'chorus', 'start', 'sing', 'right', 'emma', 'speech']"
0,2201361306,Tue Jun 16 20:10:06 PDT 2009,NO_QUERY,richiedigs,"['shortrib', 'burri', 'good', 'feel', 'sorry', 'midges', 'pull', 'rib']"
0,2062008976,Sat Jun 06 22:06:58 PDT 2009,NO_QUERY,dresantiago,"['friends', 'cabot']"
0,1966585377,Fri May 29 18:02:10 PDT 2009,NO_QUERY,entropynitemare,"['helenahorror', 'like', 'thunderstorms', 'scare', 'muzzle', 'prefer', 'plain', 'rainstorms']"
4,1975425981,Sat May 30 15:07:53 PDT 2009,NO_QUERY,DDrDark,"['beta', 'testes', 'drive', 'icons', 'need', 'send', 'email', 'thank']"
4,1753727431,Sun May 10 03:07:19 PDT 2009,NO_QUERY,K_A_T_R_I_N_A,"['fish', 'chip', 'din', 'die']"
4,1971267398,Sat May 30 06:40:32 PDT 2009,NO_QUERY,LaurenBergers,"['kiddiesgotsoul', 'sleep', 'p', 'tire', 'funny', 'glad', 'school']"
0,1933053672,Tue May 26 22:52:38 PDT 2009,NO_QUERY,burnnnn,"['think', 'leo', 'die']"
0,2261580281,Sat Jun 20 21:00:49 PDT 2009,NO_QUERY,xxlollipop16xx,"['jonasbrothers', 'bad', 'come', 'hawaii']"
4,1974578870,Sat May 30 13:25:17 PDT 2009,NO_QUERY,nikipayne,"['library', 'coffeehouse', 'work', 'story', 'pot', 'culture']"
0,2321478998,Wed Jun 24 21:06:49 PDT 2009,NO_QUERY,Pooki3Mama,"['sway', 'suck']"
4,1963884548,Fri May 29 13:23:50 PDT 2009,NO_QUERY,HannahMitrovich,"['wife', 'meg', 'nd', 'mark']"
4,1826142003,Sun May 17 07:47:43 PDT 2009,NO_QUERY,TheAtomicMommy,"['cheat', 'buy', 'pack', 'ores', 'like', 'county', 'chipsahoy']"
0,2217571377,Wed Jun 17 21:03:42 PDT 2009,NO_QUERY,RikDeeaz,"['noemimariedont', 'rub', 'wish']"
4,1883324587,Fri May 22 08:22:13 PDT 2009,NO_QUERY,macmuso,"['caseycalifornia', 'rat', 'merry', 'farm', 'scorch', 'penza', 'come', 'bay', 'salamanca', 'market', 'coffee', 'master', 'dismal', 'swamp', 'tune', 'airwalk']"
0,1754847557,Sun May 10 07:33:29 PDT 2009,NO_QUERY,dihugs,"['relive', 'year', 'days', 'like', 'yesterday', 'day', 'fill', 'love']"
0,2032447254,Thu Jun 04 11:16:12 PDT 2009,NO_QUERY,bex121,"['sit', 'home', 'plan']"
0,2050826584,Fri Jun 05 19:21:44 PDT 2009,NO_QUERY,kRaZy_FrEaK495,"['camera', 'wish', 'texas', 'like', 'californiaalways', 'perfect', 'weather', 'thereexcept', 'earthquakes']"
4,2178576294,Mon Jun 15 07:54:15 PDT 2009,NO_QUERY,eifflesummer,"['remember', 'way', 'touch']"
0,2225370889,Thu Jun 18 10:38:18 PDT 2009,NO_QUERY,littlescruffs,"['hennahelen', 'oh', 'helen', 'hope', 'feel', 'little', 'better', 'xxx']"
4,2072353257,Sun Jun 07 20:51:50 PDT 2009,NO_QUERY,bethincali,"['colorblindfish', 'tell', 'love', 'tylenol', 'pm', 'work', 'u', 'need']"
4,2071244135,Sun Jun 07 19:04:36 PDT 2009,NO_QUERY,MarliBrooke,"['excite', 'mean', 'ta', 'check', 'today', 'forget', 'hata']"
4,1956125014,Thu May 28 21:14:11 PDT 2009,NO_QUERY,holidaycarclub,"['cart', 'mitsubishi', 'express', 'new', 'ad', 'receive', 'post', 'site', 'soon']"
4,1759967890,Sun May 10 20:21:33 PDT 2009,NO_QUERY,triciasween,"['warm', 'fully', 'feel', 'heart', 'best', 'family', 'amaze', 'traits', 'bear', 'relatives']"
0,2252582099,Sat Jun 20 06:34:37 PDT 2009,NO_QUERY,Bluebird6943,"['pm', 'freeze', 'butt', 'hate', 'winter']"
